name,guid,unknown
ItemID.HeroItem.Gunde_MF_Shoulders,204,0
ItemID.HeroItem.Gunde_SA_Chest,205,0
ItemID.HeroItem.Gunde_SA_Feet,206,0
ItemID.HeroItem.Gunde_SA_Finger,207,0
ItemID.HeroItem.Gunde_SA_Hands,208,0
ItemID.HeroItem.Gunde_SA_Head,209,0
ItemID.HeroItem.Gunde_SA_Wrists,210,0
ItemID.HeroItem.Gunde_SF_Back,211,0
ItemID.HeroItem.Gunde_SF_Chest,212,0
ItemID.HeroItem.Gunde_SF_Finger,213,0
ItemID.HeroItem.Gunde_SF_Hands,214,0
ItemID.HeroItem.Gunde_SF_Head,215,0
ItemID.HeroItem.Gunde_SF_Neck,216,0
ItemID.HeroItem.Gunde_ST_Back,217,0
ItemID.HeroItem.Gunde_ST_Chest,218,0
ItemID.HeroItem.Gunde_ST_Feet,219,0
ItemID.HeroItem.Gunde_ST_Finger,220,0
ItemID.HeroItem.Gunde_ST_Legs,221,0
ItemID.HeroItem.Gunde_ST_Shoulders,222,0
ItemID.HeroItem.Gunde_SW_Chest,223,0
ItemID.HeroItem.Gunde_SW_Finger,224,0
ItemID.HeroItem.Gunde_SW_Hands,225,0
ItemID.HeroItem.Gunde_SW_Neck,226,0
ItemID.HeroItem.Gunde_SW_Shoulders,227,0
ItemID.HeroItem.Gunde_SW_Wrists,228,0
ItemID.HeroItem.Gunde_TW_Feet,229,0
ItemID.HeroItem.Gunde_TW_Finger,230,0
ItemID.HeroItem.Gunde_TW_Legs,231,0
ItemID.HeroItem.Gunde_TW_Neck,232,0
ItemID.HeroItem.Gunde_TW_Shoulders,233,0
ItemID.HeroItem.Gunde_TW_Wrists,234,0
ItemID.HeroItem.Gunde_Weapon_1,235,0
ItemID.HeroItem.Gunde_Weapon_2,236,0
ItemID.HeroItem.Gunde_Weapon_3,237,0
ItemID.HeroItem.Gunde_Weapon_4,238,0
ItemID.HeroItem.HandsArdeosDefault_1,239,0
ItemID.HeroItem.HandsBowguyDefault_1,240,0
ItemID.HeroItem.HandsGundeDefault_1,241,0
ItemID.HeroItem.HandsHelenaDefault_1,242,0
ItemID.HeroItem.HandsMaraDefault_1,243,0
ItemID.HeroItem.HandsRimeDefault_1,244,0
ItemID.HeroItem.HandsSylvieDefault_1,245,0
ItemID.HeroItem.HandsTariqDefault_1,246,0
ItemID.HeroItem.HandsVigourDefault_1,247,0
ItemID.HeroItem.HeadArdeosDefault_1,248,0
ItemID.HeroItem.HeadBowguyDefault_1,249,0
ItemID.HeroItem.HeadGundeDefault_1,250,0
ItemID.HeroItem.HeadMaraDefault_1,251,0
ItemID.HeroItem.HeadMeikoDefault_1,252,0
ItemID.HeroItem.HeadSylvieDefault,253,0
ItemID.HeroItem.HeadVigourDefault_1,254,0
ItemID.HeroItem.Health_Relic_Agility,255,0
ItemID.HeroItem.Health_Relic_Intellect,256,0
ItemID.HeroItem.Health_Relic_Strength,257,0
ItemID.HeroItem.Helena_CC_Back,258,0
ItemID.HeroItem.Helena_CC_Feet,259,0
ItemID.HeroItem.Helena_CC_Finger,260,0
ItemID.HeroItem.Helena_CC_Head,261,0
ItemID.HeroItem.Helena_CC_Legs,262,0
ItemID.HeroItem.Helena_CC_Shoulders,263,0
ItemID.HeroItem.Helena_ES_Chest,264,0
ItemID.HeroItem.Helena_ES_Finger,265,0
ItemID.HeroItem.Helena_ES_Hands,266,0
ItemID.HeroItem.Helena_ES_Head,267,0
ItemID.HeroItem.Helena_ES_Neck,268,0
ItemID.HeroItem.Helena_ES_Wrists,269,0
ItemID.HeroItem.Helena_MF_Back,270,0
ItemID.HeroItem.Helena_MF_Chest,271,0
ItemID.HeroItem.Helena_MF_Finger,272,0
ItemID.HeroItem.Helena_MF_Hands,273,0
ItemID.HeroItem.Helena_MF_Head,274,0
ItemID.HeroItem.Helena_MF_Legs,275,0
ItemID.HeroItem.Helena_SA_Feet,276,0
ItemID.HeroItem.Helena_SA_Finger,277,0
ItemID.HeroItem.Helena_SA_Head,278,0
ItemID.HeroItem.Helena_SA_Neck,279,0
ItemID.HeroItem.Helena_SA_Shoulders,280,0
ItemID.HeroItem.Helena_SA_Wrists,281,0
ItemID.HeroItem.Helena_SF_Finger,282,0
ItemID.HeroItem.Helena_SF_Hands,283,0
ItemID.HeroItem.Helena_SF_Legs,284,0
ItemID.HeroItem.Helena_SF_Neck,285,0
ItemID.HeroItem.Helena_SF_Shoulders,286,0
ItemID.HeroItem.Helena_SF_Wrists,287,0
ItemID.HeroItem.Helena_ST_Back,288,0
ItemID.HeroItem.Helena_ST_Chest,289,0
ItemID.HeroItem.Helena_ST_Finger,290,0
ItemID.HeroItem.Helena_ST_Hands,291,0
ItemID.HeroItem.Helena_ST_Head,292,0
ItemID.HeroItem.Helena_ST_Neck,293,0
ItemID.HeroItem.Helena_SW_Chest,294,0
ItemID.HeroItem.Helena_SW_Feet,295,0
ItemID.HeroItem.Helena_SW_Finger,296,0
ItemID.HeroItem.Helena_SW_Neck,297,0
ItemID.HeroItem.Helena_SW_Shoulders,298,0
ItemID.HeroItem.Helena_SW_Wrists,299,0
ItemID.HeroItem.Helena_TW_Back,300,0
ItemID.HeroItem.Helena_TW_Feet,301,0
ItemID.HeroItem.Helena_TW_Finger,302,0
ItemID.HeroItem.Helena_TW_Hands,303,0
ItemID.HeroItem.Helena_TW_Legs,304,0
ItemID.HeroItem.Helena_TW_Shoulders,305,0
ItemID.HeroItem.Helena_Weapon_1,306,0
ItemID.HeroItem.Helena_Weapon_2,307,0
ItemID.HeroItem.Helena_Weapon_3,308,0
ItemID.HeroItem.Helena_Weapon_4,309,0
ItemID.HeroItem.Mana_Relic_Intellect,310,0
ItemID.HeroItem.Mara_CC_Back,311,0
ItemID.HeroItem.Mara_CC_Finger,312,0
ItemID.HeroItem.Mara_CC_Hands,313,0
ItemID.HeroItem.Mara_CC_Head,314,0
ItemID.HeroItem.Mara_CC_Legs,315,0
ItemID.HeroItem.Mara_CC_Neck,316,0
ItemID.HeroItem.Mara_ES_Back,317,0
ItemID.HeroItem.Mara_ES_Feet,318,0
ItemID.HeroItem.Mara_ES_Finger,319,0
ItemID.HeroItem.Mara_ES_Hands,320,0
ItemID.HeroItem.Mara_ES_Head,321,0
ItemID.HeroItem.Mara_ES_Legs,322,0
ItemID.HeroItem.Mara_MF_Back,323,0
ItemID.HeroItem.Mara_MF_Finger,324,0
ItemID.HeroItem.Mara_MF_Head,325,0
ItemID.HeroItem.Mara_MF_Legs,326,0
ItemID.HeroItem.Mara_MF_Neck,327,0
ItemID.HeroItem.Mara_MF_Shoulders,328,0
ItemID.HeroItem.Mara_SA_Chest,329,0
ItemID.HeroItem.Mara_SA_Feet,330,0
ItemID.HeroItem.Mara_SA_Finger,331,0
ItemID.HeroItem.Mara_SA_Hands,332,0
ItemID.HeroItem.Mara_SA_Head,333,0
ItemID.HeroItem.Mara_SA_Wrists,334,0
ItemID.HeroItem.Mara_SF_Back,335,0
ItemID.HeroItem.Mara_SF_Chest,336,0
ItemID.HeroItem.Mara_SF_Finger,337,0
ItemID.HeroItem.Mara_SF_Hands,338,0
ItemID.HeroItem.Mara_SF_Head,339,0
ItemID.HeroItem.Mara_SF_Neck,340,0
ItemID.HeroItem.Mara_ST_Back,341,0
ItemID.HeroItem.Mara_ST_Chest,342,0
ItemID.HeroItem.Mara_ST_Feet,343,0
ItemID.HeroItem.Mara_ST_Finger,344,0
ItemID.HeroItem.Mara_ST_Legs,345,0
ItemID.HeroItem.Mara_ST_Shoulders,346,0
ItemID.HeroItem.Mara_SW_Chest,347,0
ItemID.HeroItem.Mara_SW_Finger,348,0
ItemID.HeroItem.Mara_SW_Hands,349,0
ItemID.HeroItem.Mara_SW_Neck,350,0
ItemID.HeroItem.Mara_SW_Shoulders,351,0
ItemID.HeroItem.Mara_SW_Wrists,352,0
ItemID.HeroItem.Mara_TW_Feet,353,0
ItemID.HeroItem.Mara_TW_Finger,354,0
ItemID.HeroItem.Mara_TW_Legs,355,0
ItemID.HeroItem.Mara_TW_Neck,356,0
ItemID.HeroItem.Mara_TW_Shoulders,357,0
ItemID.HeroItem.Mara_TW_Wrists,358,0
ItemID.HeroItem.Mara_Weapon_1,359,0
ItemID.HeroItem.Mara_Weapon_2,360,0
ItemID.HeroItem.Mara_Weapon_3,361,0
ItemID.HeroItem.Mara_Weapon_4,362,0
ItemID.HeroItem.Meiko_CC_Back,363,0
ItemID.HeroItem.Meiko_CC_Finger,364,0
ItemID.HeroItem.Meiko_CC_Hands,365,0
ItemID.HeroItem.Meiko_CC_Head,366,0
ItemID.HeroItem.Meiko_CC_Legs,367,0
ItemID.HeroItem.Meiko_CC_Neck,368,0
ItemID.HeroItem.Meiko_ES_Back,369,0
ItemID.HeroItem.Meiko_ES_Feet,370,0
ItemID.HeroItem.Meiko_ES_Finger,371,0
ItemID.HeroItem.Meiko_ES_Hands,372,0
ItemID.HeroItem.Meiko_ES_Head,373,0
ItemID.HeroItem.Meiko_ES_Legs,374,0
ItemID.HeroItem.Meiko_MF_Back,375,0
ItemID.HeroItem.Meiko_MF_Finger,376,0
ItemID.HeroItem.Meiko_MF_Head,377,0
ItemID.HeroItem.Meiko_MF_Legs,378,0
ItemID.HeroItem.Meiko_MF_Neck,379,0
ItemID.HeroItem.Meiko_MF_Shoulders,380,0
ItemID.HeroItem.Meiko_SA_Chest,381,0
ItemID.HeroItem.Meiko_SA_Feet,382,0
ItemID.HeroItem.Meiko_SA_Finger,383,0
ItemID.HeroItem.Meiko_SA_Hands,384,0
ItemID.HeroItem.Meiko_SA_Head,385,0
ItemID.HeroItem.Meiko_SA_Wrists,386,0
ItemID.HeroItem.Meiko_SF_Back,387,0
ItemID.HeroItem.Meiko_SF_Chest,388,0
ItemID.HeroItem.Meiko_SF_Finger,389,0
ItemID.HeroItem.Meiko_SF_Hands,390,0
ItemID.HeroItem.Meiko_SF_Head,391,0
ItemID.HeroItem.Meiko_SF_Neck,392,0
ItemID.HeroItem.Meiko_ST_Back,393,0
ItemID.HeroItem.Meiko_ST_Chest,394,0
ItemID.HeroItem.Meiko_ST_Feet,395,0
ItemID.HeroItem.Meiko_ST_Finger,396,0
ItemID.HeroItem.Meiko_ST_Legs,397,0
ItemID.HeroItem.Meiko_ST_Shoulders,398,0
ItemID.HeroItem.Meiko_SW_Chest,399,0
ItemID.HeroItem.Meiko_SW_Finger,400,0
ItemID.HeroItem.Meiko_SW_Hands,401,0
ItemID.HeroItem.Meiko_SW_Neck,402,0
ItemID.HeroItem.Meiko_SW_Shoulders,403,0
ItemID.HeroItem.Meiko_SW_Wrists,404,0
ItemID.HeroItem.Meiko_TW_Feet,405,0
ItemID.HeroItem.Meiko_TW_Finger,406,0
ItemID.HeroItem.Meiko_TW_Legs,407,0
ItemID.HeroItem.Meiko_TW_Neck,408,0
ItemID.HeroItem.Meiko_TW_Shoulders,409,0
ItemID.HeroItem.Meiko_TW_Wrists,410,0
ItemID.HeroItem.Meiko_Weapon_1,411,0
ItemID.HeroItem.Meiko_Weapon_2,412,0
ItemID.HeroItem.Meiko_Weapon_3,413,0
ItemID.HeroItem.Meiko_Weapon_4,414,0
ItemID.HeroItem.MoveSpeed_Relic_Agility,415,0
ItemID.HeroItem.MoveSpeed_Relic_Intellect,416,0
ItemID.HeroItem.MoveSpeed_Relic_Strength,417,0
ItemID.HeroItem.Rime_CC_Chest,418,0
ItemID.HeroItem.Rime_CC_Feet,419,0
ItemID.HeroItem.Rime_CC_Finger,420,0
ItemID.HeroItem.Rime_CC_Legs,421,0
ItemID.HeroItem.Rime_CC_Neck,422,0
ItemID.HeroItem.Rime_CC_Wrists,423,0
ItemID.HeroItem.Rime_ES_Finger,424,0
ItemID.HeroItem.Rime_ES_Head,425,0
ItemID.HeroItem.Rime_ES_Legs,426,0
ItemID.HeroItem.Rime_ES_Neck,427,0
ItemID.HeroItem.Rime_ES_Shoulders,428,0
ItemID.HeroItem.Rime_ES_Wrists,429,0
ItemID.HeroItem.Rime_MF_Finger,430,0
ItemID.HeroItem.Rime_MF_Hands,431,0
ItemID.HeroItem.Rime_MF_Head,432,0
ItemID.HeroItem.Rime_MF_Legs,433,0
ItemID.HeroItem.Rime_MF_Neck,434,0
ItemID.HeroItem.Rime_MF_Wrists,435,0
ItemID.HeroItem.Rime_SA_Back,436,0
ItemID.HeroItem.Rime_SA_Chest,437,0
ItemID.HeroItem.Rime_SA_Finger,438,0
ItemID.HeroItem.Rime_SA_Hands,439,0
ItemID.HeroItem.Rime_SA_Neck,440,0
ItemID.HeroItem.Rime_SA_Shoulders,441,0
ItemID.HeroItem.Rime_SF_Chest,442,0
ItemID.HeroItem.Rime_SF_Feet,443,0
ItemID.HeroItem.Rime_SF_Finger,444,0
ItemID.HeroItem.Rime_SF_Hands,445,0
ItemID.HeroItem.Rime_SF_Shoulders,446,0
ItemID.HeroItem.Rime_SF_Wrists,447,0
ItemID.HeroItem.Rime_ST_Back,448,0
ItemID.HeroItem.Rime_ST_Feet,449,0
ItemID.HeroItem.Rime_ST_Finger,450,0
ItemID.HeroItem.Rime_ST_Head,451,0
ItemID.HeroItem.Rime_ST_Legs,452,0
ItemID.HeroItem.Rime_ST_Neck,453,0
ItemID.HeroItem.Rime_SW_Back,454,0
ItemID.HeroItem.Rime_SW_Feet,455,0
ItemID.HeroItem.Rime_SW_Finger,456,0
ItemID.HeroItem.Rime_SW_Head,457,0
ItemID.HeroItem.Rime_SW_Legs,458,0
ItemID.HeroItem.Rime_SW_Shoulders,459,0
ItemID.HeroItem.Rime_TW_Back,460,0
ItemID.HeroItem.Rime_TW_Chest,461,0
ItemID.HeroItem.Rime_TW_Feet,462,0
ItemID.HeroItem.Rime_TW_Finger,463,0
ItemID.HeroItem.Rime_TW_Hands,464,0
ItemID.HeroItem.Rime_TW_Head,465,0
ItemID.HeroItem.Rime_Weapon_1,466,0
ItemID.HeroItem.Rime_Weapon_2,467,0
ItemID.HeroItem.Rime_Weapon_3,468,0
ItemID.HeroItem.Rime_Weapon_4,469,0
ItemID.HeroItem.ShouldersArdeosDefault_1,470,0
ItemID.HeroItem.ShouldersBowguyDefault_1,471,0
ItemID.HeroItem.ShouldersGundeDefault_1,472,0
ItemID.HeroItem.ShouldersHelenaDefault_1,473,0
ItemID.HeroItem.ShouldersMaraDefault_1,474,0
ItemID.HeroItem.ShouldersRimeDefault_1,475,0
ItemID.HeroItem.ShouldersSylvieDefault_1,476,0
ItemID.HeroItem.ShouldersTariqDefault_1,477,0
ItemID.HeroItem.Sylvie_CC_Back,478,0
ItemID.HeroItem.Sylvie_CC_Finger,479,0
ItemID.HeroItem.Sylvie_CC_Hands,480,0
ItemID.HeroItem.Sylvie_CC_Head,481,0
ItemID.HeroItem.Sylvie_CC_Legs,482,0
ItemID.HeroItem.Sylvie_CC_Neck,483,0
ItemID.HeroItem.Sylvie_ES_Back,484,0
ItemID.HeroItem.Sylvie_ES_Feet,485,0
ItemID.HeroItem.Sylvie_ES_Finger,486,0
ItemID.HeroItem.Sylvie_ES_Hands,487,0
ItemID.HeroItem.Sylvie_ES_Head,488,0
ItemID.HeroItem.Sylvie_ES_Legs,489,0
ItemID.HeroItem.Sylvie_MF_Back,490,0
ItemID.HeroItem.Sylvie_MF_Finger,491,0
ItemID.HeroItem.Sylvie_MF_Head,492,0
ItemID.HeroItem.Sylvie_MF_Legs,493,0
ItemID.HeroItem.Sylvie_MF_Neck,494,0
ItemID.HeroItem.Sylvie_MF_Shoulders,495,0
ItemID.HeroItem.Sylvie_SA_Chest,496,0
ItemID.HeroItem.Sylvie_SA_Feet,497,0
ItemID.HeroItem.Sylvie_SA_Finger,498,0
ItemID.HeroItem.Sylvie_SA_Hands,499,0
ItemID.HeroItem.Sylvie_SA_Head,500,0
ItemID.HeroItem.Sylvie_SA_Wrists,501,0
ItemID.HeroItem.Sylvie_SF_Back,502,0
ItemID.HeroItem.Sylvie_SF_Chest,503,0
ItemID.HeroItem.Sylvie_SF_Finger,504,0
ItemID.HeroItem.Sylvie_SF_Hands,505,0
ItemID.HeroItem.Sylvie_SF_Head,506,0
ItemID.HeroItem.Sylvie_SF_Neck,507,0
ItemID.HeroItem.Sylvie_ST_Back,508,0
ItemID.HeroItem.Sylvie_ST_Chest,509,0
ItemID.HeroItem.Sylvie_ST_Feet,510,0
ItemID.HeroItem.Sylvie_ST_Finger,511,0
ItemID.HeroItem.Sylvie_ST_Legs,512,0
ItemID.HeroItem.Sylvie_ST_Shoulders,513,0
ItemID.HeroItem.Sylvie_SW_Chest,514,0
ItemID.HeroItem.Sylvie_SW_Finger,515,0
ItemID.HeroItem.Sylvie_SW_Hands,516,0
ItemID.HeroItem.Sylvie_SW_Neck,517,0
ItemID.HeroItem.Sylvie_SW_Shoulders,518,0
ItemID.HeroItem.Sylvie_SW_Wrists,519,0
ItemID.HeroItem.Sylvie_TW_Feet,520,0
ItemID.HeroItem.Sylvie_TW_Finger,521,0
ItemID.HeroItem.Sylvie_TW_Legs,522,0
ItemID.HeroItem.Sylvie_TW_Neck,523,0
ItemID.HeroItem.Sylvie_TW_Shoulders,524,0
ItemID.HeroItem.Sylvie_TW_Wrists,525,0
ItemID.HeroItem.Sylvie_Weapon_1,526,0
ItemID.HeroItem.Sylvie_Weapon_2,527,0
