name,value
Ink.CleaveAttack.DodgeChanceIncrease.DodgeChanceDecreasePerTarget, 0.08	; Dodge chance decrease of MaxDodgeChanceIncrease per additional target after MinNumOfTargets
Ink.CleaveAttack.DodgeChanceIncrease.MaxDodgeChanceIncrease, 0.16	; The dodge chance at and below MinNumOfTargets
Ink.ChargedBuff.VisualDelay, 0.27
Ink.ChargedBuff.Duration, 20.0
Ink.ChargedBuff.Cooldown, 45.0
Ink.ChargedBuff.ResourceGain, 0.0
Ink.ChargedBuff.Talent.RageIncrease.Duration, 20.0
Ink.ChargedBuff.Talent.RageIncrease.TickInterval, 0.2
Ink.ChargedBuff.Talent.RageIncrease.RagePerTick, 0.006	; Percentage of Max Rage
Ink.ChargedBuff.Talent.AddedHaste, 0.05
Ink.ChargedBuff.Talent.LifestealAndStatboost.IncomingDamageMultiplier, 0.90
Ink.ChargedBuff.Talent.LifestealAndStatboost.DamageMultiplier, 1.05
Ink.ChargedBuff.Talent.LifestealAndStatboost.LifestealIncrease, 0.05
Ink.ChargedBuff.Talent.LifestealAndStatboost.Duration, 20.0
Ink.ChargedBuff.Talent.LifestealAndStatboost.TimeBetweenApplication, 0.1
Ink.BouncyProjectile.StrengthCoefficient, 1.47
Ink.BouncyProjectile.Spread, 0.1
Ink.BouncyProjectile.MaxRange, 3000.0
Ink.BouncyProjectile.MaxNumOfTargets, 6.0
Ink.BouncyProjectile.BounceSearchMaxRadius, 700.0
Ink.BouncyProjectile.Cooldown, 8.0
Ink.BouncyProjectile.TimeBetweenTargets, 0.05
Ink.BouncyProjectile.SpawnDelay, 0.30
Ink.BouncyProjectile.ResourceGainPerTarget, 0.015	; In percentage of max
Ink.BouncyProjectile.Talent.IncreasedDamage.DamageMultiplier, 1.20
Ink.BouncyProjectile.Talent.IncreasedMaxNumOfTargets.TotalTargets, 8.0
Ink.BouncyProjectile.Talent.FreeCastFromAttack.PPM, 2.0	;old - it is a PRNG chance now
Ink.BouncyProjectile.Talent.FreeCastFromAttack.Chance, 0.10
Ink.BouncyProjectile.Talent.FreeCastFromAttack.VFXDuration, 1.5		; The time until the vfx disappears
Ink.BouncyProjectile.Talent.FreeCastFromAttack.ActivationToLightningDelay, 0.2	; The time it takes between the first vfx and the spawn of the projectile
Ink.BouncyProjectile.VisualDelayProjectile, 0.06	; THESE ARE CURRENTLY NOT USED -----------------------------------------------------------
Ink.BouncyProjectile.ShouldSelfBounceAddToCounter, 0.0	; 0 is true 1 and above is false
Ink.BouncyProjectile.ProjectileSpeed, 10500.0 	; The output speed of the projectile
Ink.BouncyProjectile.ProjectileAcceleration, 550000.0	; This affects the projectile speed. Inrease this for less twisting
Ink.MeleeInterrupt.Duration, 4.0
Ink.MeleeInterrupt.Cooldown, 16.0
Ink.EnhancedChargedBuff.SpiritPointCost, 100.0
Ink.EnhancedChargedBuff.ResourceGain, 0.0
Ink.EnhancedChargedBuff.BuffDuration, 20.0				;Should be equal to and increase with Heroism Duration gem bonuses
Ink.EnhancedChargedBuff.MaxRangeHorizontal, 3000.0
Ink.EnhancedChargedBuff.MaxRangeUp, 1000.0
Ink.EnhancedChargedBuff.MaxRangeDown, 5000.0
Ink.EnhancedChargedBuff.MoveDuration, 0.3
Ink.EnhancedChargedBuff.VisualHitDelay, 0.2
Ink.EnhancedChargedBuff.AoeImpact.StrengthCoefficient, 10.06
Ink.EnhancedChargedBuff.AoeImpact.DamageRadius, 500.0
Ink.EnhancedChargedBuff.AoeImpact.TargetThresholdForDamageScale, 5.0
Ink.EnhancedChargedBuff.PulsatingSingleDamage.PulsePeriod, 1.0
Ink.EnhancedChargedBuff.PulsatingSingleDamage.TargetingRange, 800.0
Ink.EnhancedChargedBuff.PulsatingSingleDamage.VisualDelay, 0.05
Ink.EnhancedChargedBuff.PulsatingSingleDamage.Damage.StrengthCoefficient, 1.54
Ink.EnhancedChargedBuff.PulsatingSingleDamage.Damage.Spread, 0.1
Ink.EnhancedChargedBuff.PulsatingSingleDamage.SelfBuff.CritChanceIncreasePerStack, 0.01
Ink.EnhancedChargedBuff.PulsatingSingleDamage.SelfBuff.StackCap, 20 ; NOTE; SET IN GE!!! THIS IS NOT USED
Ink.EnhancedChargedBuff.PulsatingSingleDamage.SelfBuff.Duration, 20.0			;Should be equal to and increase with Heroism Duration gem bonuses
Ink.LowHealthSingleTargetResourceDamage.VisualHitDelay, 0.23
Ink.LowHealthSingleTargetResourceDamage.StrengthCoefficient, 3.08
Ink.LowHealthSingleTargetResourceDamage.Spread, 0.1
Ink.LowHealthSingleTargetResourceDamage.MaxResourceToSpend, 0.20		    ; Percentage of Max fury
Ink.LowHealthSingleTargetResourceDamage.DamageIncreasePerResource, 0.20		; Per Resource means per every percentage of fury
Ink.LowHealthSingleTargetResourceDamage.Cooldown, 5.0
Ink.LowHealthSingleTargetResourceDamage.Lightning.Buff.Duration, 8.0
Ink.LowHealthSingleTargetResourceDamage.Lightning.Buff.StrengthIncreasePerStack, 1.02
Ink.LowHealthSingleTargetResourceDamage.Talent.Chance, 0.06
Ink.LowHealthSingleTargetResourceDamage.Talent.ResourceAmountToDamage, 0.40
Ink.LowHealthSingleTargetResourceDamage.Talent.BuffDuration, 8.0
Ink.AoeFear.Radius, 1200.0
Ink.AoeFear.Duration, 12.0
Ink.AoeFear.MaxNumTargets, 40.0
Ink.AoeFear.EffectDamageThresholdScaler, 30.0
Ink.AoeFear.VisualDelay, 0.3
Ink.AoeFear.Cooldown, 120.0
Ink.CostReductionBuff.Duration, 15
Ink.CostReductionBuff.Cooldown, 90
Ink.CostReductionBuff.CostReduction, 0.5
Ink.CostReductionBuff.DamageIncrease, 1.4
Ink.CostReductionBuff.NumOfStacks, 2.0
Ink.CostReductionBuff.VisualDelay, 0.3
Ink.CostReductionBuff.Talent.CooldownReductionInSeconds, 45.0
Ink.SelfDefenceBuff.Cooldown, 30.0
Ink.SelfDefenceBuff.FirstDuration, 4.0
Ink.SelfDefenceBuff.FirstIncomingDamageReduction, 0.6
Ink.SelfDefenceBuff.SecondIncomingDamageReduction, 0.8
Ink.SelfDefenceBuff.VisualDelay, 0.3
Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.AdditionalDuration, 4.0
Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.MaxRange, 4000.0
Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.Cooldown, 15.0
Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.Duration, 8.0
Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.VisualDelay, 0.18
Ink.Talent.PassiveLightningCritChanceIncrease, 0.20
Ink.Talent.ChanceIncreasedSpenderDamage.PPM, 3.2
Ink.Talent.ChanceIncreasedSpenderDamage.HeavySingleTargetAttack.DamageMultiplier, 3.5
Ink.Talent.ChanceIncreasedSpenderDamage.AoeAttack.DamageMultiplier, 3.5
Ink.Talent.DecreasedIncomingMagicDamage.DamageMultiplier, 0.90
Ink.Talent.IncreasedMovementSpeed.SpeedMultiplier, 1.2
Ink.Talent.UnchargedResourceIncrease.ResourceMultiplier, 1.10
Ink.Talent.PassiveResourceGeneration.FuryPerTick, 0.01
Ink.Talent.PassiveResourceGeneration.Period, 0.5
