name,value
Hero.AbilitySpamProtectionCooldown.Default.Duration, 0.4 ; Duration while off-GCD abilities cannot be reactivated when they otherwise can e.g. if they have >1 charges.
Hero.AbilitySpamProtectionCooldown.ShortAbility.Duration, 0.18 ; Duration while off-GCD abilities cannot be reactivated when they otherwise can e.g. if they have >1 charges. For quick abilities (eg dashes) where we need to make sure the cooldown is done when the ability is done.
Hero.Talent.AbilityCommitToSpiritRefund.ProcChance, 0.10
Hero.Talent.AbilityCommitToSpiritRefund.AdditionalSpiritRefundChance, 1.0
Hero.Talent.AbilityCommitToSpiritRefund.AdditionalFlatSpiritPointsFromSpiritRefunds, 1.0
Stealth.Hero.DissolveAmount, 0.65
Stealth.Hero.DissolveDuration, 1.0
Stealth.NPC.DissolveAmount, 1.0
Stealth.NPC.DissolveDuration, 1.0
Player.ActiveDefenseTriggered.EffectDuration, 5.0
Player.TeleportDeadPlayerToValidPosition.Delay, 3.0
Player.TeleportDeadPlayerToValidPosition.DistanceFromEdge, 300.0 ; The distance from the edge of either the navmesh edge or the currently active boss Area restriction edge that the dead player body is teleported to incase the player died beyond this edge
Boss.GlobalCooldown, 1.50 ; applied for most bosses it seems? 
PlayerAction.Revive.CastingDuration, 8.0
PlayerAction.CoffinInteract.CastingDuration, 1.5
PlayerAction.TheEternalizedMartyrInteract.CastingDuration, 1.5
PlayerAction.Mount.CastingDuration, 1.5
DebugHero1.CastedAoeAbility.CastingDuration, 3.0
Debug_Boss.AutoAttack.DamageIntellectCoefficient, 12.0
Debug_Boss.AutoAttack.Spread, 0.4
Debug_Boss.AutoAttack.Cooldown, 2.0
Debug_Boss.AutoAttack.MaxRange, 500.0
Warmaster.MeleeRange, 500.00                                             ; SHOULD BE 500? (although this was worse with old distance measurement)
Warmaster.CleaveAdditionalTargets, 19.0
Warmaster.CleaveRadius, 400.0                          ; SHOULD BE MUCH LESS?
Warmaster.SelfOffensiveSuperBuffComboPointScaler, 1.0
Warmaster.BlockProc.ComboPointGenerationChance, 0.0 ; Range from 0.0 - 1.0 (0%-100%)
Warmaster.BlockProc.ComboPointGenerationAmount, 1 ; Range from 0.0 - 1.0 (0%-100%)
Warmaster.Resources.BaseComboPointGain, 1
Warmaster.SpiritProc.ResourceRefund.FlatSpiritPointGain, 1.0
Warmaster.CooldownReductionCombo.LightMelee.MeleeCleave, 1.5
Warmaster.CooldownReductionCombo.LightMelee.BouncyProjectile, 1.5
Warmaster.CooldownReductionCombo.HeavyMelee.MeleeCleave, 1.5
Warmaster.CooldownReductionCombo.HeavyMelee.BouncyProjectile, 1.5
Warmaster.CooldownReductionCombo.BouncyProjectile.MeleeAoeSlow, 3.0
Warmaster.CooldownReductionCombo.MeleeCleave.MeleeAoeSlow, 3.0
Warmaster.CooldownReductionCombo.MeleeAoeSlow.DefenceBuff, 6.0
Warmaster.CooldownReductionCombo.MoveToTargetStun.MeleeCleave, 6.0
Warmaster.CooldownReductionCombo.MoveToTargetStun.BouncyProjectile, 6.0
Warmaster.CooldownReductionCombo.MoveToTargetStun.MeleeAoeSlow, 6.0
Warmaster.CooldownReductionCombo.MoveToTargetStun.DefenceBuff, 6.0
Warmaster.CooldownReductionCombo.Scalers.ActiveUltimate, 2.0
Warmaster.CooldownReductionCombo.Scalers.SpiritProc, 2.0
Warmaster.Talent.IncreasedArmor.ArmorMultiplier, 1.20
Warmaster.Talent.IncreasedMovementSpeed.MovementSpeedMultiplier, 1.2
Warmaster.Talent.ReducedMagicDamageTaken.MagicDamageMultiplier, 0.90
Warmaster.Talent.IncreasedMeleeCleaveAndHeavyMeleeDamage.DamageMultiplier, 1.15
Warmaster.Toughness.MaxToughnessStrengthScaler, 7.70
Warmaster.Toughness.MaxToughnessTotalSecondaryStatModifier, 2.0
Warmaster.Toughness.MaxToughnessFlatBonus, 0.0
Warmaster.Toughness.ToughnessDecayPeriod, 10.0
Warmaster.Toughness.ToughnessDecayFactor, 0.01
Warmaster.Toughness.DefenceBuff.StrengthScaler, 4.62
Warmaster.Toughness.DefenceBuff.FlatBonus, 0.0
Warmaster.Toughness.MeleeCleave.StrengthScalerPerHit, 1.54
Warmaster.Toughness.MeleeCleave.FlatBonusPerHit, 0.0 
Warmaster.Toughness.Block.StrengthScaler, 0.24
Warmaster.Toughness.Block.FlatBonus, 0.0
Warmaster.Toughness.MeleeAoeSlow.StrengthScalerPerHit, 0.00
Warmaster.Toughness.MeleeAoeSlow.FlatBonusPerHit, 0.0
Warmaster.Toughness.LowerThresholdLevel1, 0.001
Warmaster.Toughness.LowerThresholdLevel2, 0.25
Warmaster.Toughness.LowerThresholdLevel3, 0.50
Warmaster.Toughness.LowerThresholdLevel4, 0.75
Warmaster.Toughness.PhysicalDamageReductionLevel1, 0.05
Warmaster.Toughness.PhysicalDamageReductionLevel2, 0.15
Warmaster.Toughness.PhysicalDamageReductionLevel3, 0.25
Warmaster.Toughness.PhysicalDamageReductionLevel4, 0.35
Warmaster.Toughness.DepleteReductionFromArmorScaler, 0.20
Warmaster.Toughness.Talent.BouncyProjectileDefensiveBuffCooldownReduction.Factor, 0.10
Warmaster.Toughness.Talent.BouncyProjectileDefensiveBuffCooldownReduction.PassiveAddedBlockChance, 0.10
Warmaster.Toughness.Talent.IncreasedToughness.MaxToughness, 1.20
Warmaster.Toughness.Talent.IncreasedToughness.ToughnessGeneration, 1.20
Warmaster.Toughness.Talent.ToughnessBuff.StrengthMultiplier, 1.20
Warmaster.Toughness.Talent.ToughnessBuff.Duration, 8.0
Warmaster.FullResourcesSelfBuff.Duration, 12.0
Warmaster.FullResourcesSelfBuff.SpiritPointCost, 100.0
Warmaster.FullResourcesSelfBuff.DamageIncreaseScaler, 1.15
Warmaster.FullResourcesSelfBuff.Talent.HasteBuff.Radius, 4000
Warmaster.FullResourcesSelfBuff.Talent.HasteBuff.HasteIncrease, 0.1
Warmaster.FullResourcesSelfBuff.Talent.IncreasedDamageAndTaunt.IncreasedDamage, 0.15
Warmaster.FullResourcesSelfBuff.Talent.IncreasedDamageAndTaunt.TauntRadius, 1000.0
Warmaster.FullResourcesSelfBuff.Talent.IncreasedDamageAndTaunt.NumExtraTargetsTaunt, 8.0
Warmaster.SharedToughnessAura.MaxRange, 4000.0
Warmaster.SharedToughnessAura.Duration, 20.0
Warmaster.SharedToughnessAura.SpiritPointCost, 100.0
Warmaster.SharedToughnessAura.DamageIncreaseScaler, 1.15
Warmaster.SaveAlly.Cooldown, 300.0
Warmaster.SaveAlly.MaxRange, 4000.0
Warmaster.SaveAlly.HealthGainFactor, 0.2 ; Rickard note: 20% of e.g. Mosse's max health is very little and barely noticeable and she often gets killed anyways in the very next hit after the heal
Warmaster.AllyImmortalityBuff.Cooldown, 900.0
Warmaster.AllyImmortalityBuff.Duration, 15.0
Warmaster.MeleeAutoAttack.StrengthCoefficient, 0.40
Warmaster.MeleeAutoAttack.Spread, 0.1
Warmaster.LightMelee.StrengthCoefficient, 0.71
Warmaster.LightMelee.Spread, 0.1
Warmaster.LightMelee.ComboPointReward, 1.0
Warmaster.LightMelee.CleaveDamageFraction, 1.0
Warmaster.LightMelee.CleaveRadius, 500.0
Warmaster.LightMelee.DamageScalingTargetCountThreshold, 3.0
Warmaster.LightMelee.Tier1.Level1.CritChanceIncrease, 0.05
Warmaster.LightMelee.Tier1.Level2.CritChanceIncrease, 0.10
Warmaster.LightMelee.Tier1.Level3.CritChanceIncrease, 0.3
Warmaster.LightMelee.Tier3a.MoveToTargetStunProc.MaxStacks, 5	; Change manually in GE
Warmaster.LightMelee.Tier3b.LightMeleeProc.Duration, 6	; Consumed on activation
Warmaster.LightMelee.Tier3b.LightMeleeProc.DamageIncrease, 2.0
Warmaster.LightMelee.Tier3b.LightMeleeProc.MaxAdditionalTargets, 2.0
Warmaster.ActionCombat.LightMelee.TargetCountThreshold, 1.0
Warmaster.HeavyMelee.Cooldown, 6.0
Warmaster.HeavyMelee.StrengthCoefficient, 4.034
Warmaster.HeavyMelee.Spread, 0.1
Warmaster.HeavyMelee.ComboPointReward, 2.0
Warmaster.HeavyMelee.CleaveDamageFraction, 1.0
Warmaster.HeavyMelee.VulnerableTargetCooldownReductionScale, 0.5
Warmaster.HeavyMelee.VulnerableTargetHealthThreshold, 0.3
Warmaster.HeavyMelee.Talent.ReducedCooldownLowHealthTarget.Level1.HealthLimit, 0.3	;old talents?
Warmaster.HeavyMelee.Talent.ReducedCooldownLowHealthTarget.Level1.DamageIncrease, 2.0	;old talents?
Warmaster.ActionCombat.HeavyMelee.SingleTargetMagnitude, 1.3	;old?
Warmaster.ActionCombat.HeavyMelee.TargetCountThreshold, 1.0	;old?
Warmaster.BouncyProjectile.Cooldown, 21.0
Warmaster.BouncyProjectile.MaxNumBounces, 5.0
Warmaster.BouncyProjectile.ComboPointRewardPerHit, 1.0
Warmaster.BouncyProjectile.StrengthCoefficient, 3.416
Warmaster.BouncyProjectile.Spread, 0.1
Warmaster.BouncyProjectile.MaxRange, 3000.0
Warmaster.BouncyProjectile.BounceSearchAngle, 350.0
Warmaster.BouncyProjectile.BounceSearchMinDistance, 0.0
Warmaster.BouncyProjectile.BounceSearchMaxDistance, 650.0
Warmaster.BouncyProjectile.NumberOfBounceSelectionTargets, 1.0
Warmaster.BouncyProjectile.SingleTarget.HeavyMeleeBuffDamage, 1.5 ; 
Warmaster.BouncyProjectile.SingleTarget.HeavyMeleeBuffDuration, 8
Warmaster.BouncyProjectile.Cylinder.Radius, 200.0
Warmaster.BouncyProjectile.BouncyProjectileIncreasedDamagePerStackOfMeleeCleaveBuff, 0.05
Warmaster.BouncyProjectile.Talent.FirstHitDamage.DamageIncrease, 2.0
Warmaster.BouncyProjectile.Talent.IncreasedCritChance.AdditionalCritChance, 0.20
Warmaster.BouncyProjectile.Talent.DamageCooldownReset.DamageMultiplier, 1.20
Warmaster.BouncyProjectile.Talent.DamageCooldownReset.Duration, 12.0
Warmaster.BouncyProjectile.Talent.DamageCooldownReset.PPM, 2.0
Wasmaster.BouncyProjectile.Talent.DamageCooldownReset.PassiveBlockReduceMultiplier, 1.10
Warmaster.BouncyProjectile.Talent.ChanceAoeDamage.Radius, 500.0
Warmaster.BouncyProjectile.Talent.ChanceAoeDamage.DamageMultiplier, 0.40
Warmaster.BouncyProjectile.Talent.ChanceAoeDamage.TargetCountThreshold, 5.0
Warmaster.BouncyProjectile.Talent.ChanceAoeDamage.Chance, 0.20
Warmaster.BouncyProjectile.Talent.FirstHitAoeDamageDebuff.DamageDivision, 1.20
Warmaster.BouncyProjectile.Talent.FirstHitAoeDamageDebuff.Duration, 5.0
Warmaster.BouncyProjectile.Talent.SpiritPointGain.NumPoints, 2.0
Warmaster.MeleeCleave.StrengthCoefficient, 4.2964
Warmaster.MeleeCleave.CleaveDamageStrengthCoefficient, 0.758
Warmaster.MeleeCleave.CleaveAdditionalTargets, 19.0
Warmaster.MeleeCleave.CleaveRadius, 500.0                          ; SHOULD BE MUCH LESS?
Warmaster.MeleeCleave.TargetCountThreshold, 8.0				;Remember this does not count main target
Warmaster.MeleeCleave.Cooldown, 7.5
Warmaster.MeleeCleave.NumCharges, 2.0
Warmaster.MeleeCleave.BuffDuration, 12.0
Warmaster.MeleeCleave.BuffBlockBonus, 0.03
Warmaster.MeleeCleave.ComboPointCost, 3.0
Warmaster.MeleeCleave.BuffMaxStackCount, 5.0
Warmaster.MeleeCleave.AbsorbProc.StrCoefficient, 34.87
Warmaster.MeleeCleave.AbsorbProc.Duration, 12.0
Warmaster.MeleeCleave.ReducedIncomingDamageFromTarget.MaxStackCount, 5.0
Warmaster.MeleeCleave.ReducedIncomingDamageFromTarget.OutgoingDamageScalePerStack, 0.97
Warmaster.MeleeCleave.ReducedIncomingDamageFromTarget.Duration, 12.0
Warmaster.MeleeCleave.Tier1.Level1.DamageIncrease, 1.05
Warmaster.MeleeCleave.Tier1.Level2.DamageIncrease, 1.10
Warmaster.MeleeCleave.Tier1.Level3.DamageIncrease, 1.30
Warmaster.MeleeCleave.Tier2.MeleeCleaveDamageIncreaseFreeCastProc.DamageIncrease, 1.5
Warmaster.MeleeCleave.Tier2.Level1.MeleeCleaveDamageIncreaseFreeCast.ProcChance, 0.05
Warmaster.MeleeCleave.Tier2.Level2.MeleeCleaveDamageIncreaseFreeCast.ProcChance, 0.10
Warmaster.MeleeCleave.Tier3a.MagicResistPerStack, 0.5
Warmaster.MeleeCleave.Tier3b.IncreasedAbilityDamagePerStack.Duration, 15
Warmaster.MeleeCleave.Tier3b.IncreasedAbilityDamagePerStack.MaxStacks, 20	; Change manually in GE
Warmaster.MeleeCleave.Tier3b.IncreasedAbilityDamagePerStack.DamageIncrease, 0.1
Warmaster.MeleeCleave.Talent.DamageIncreaseFreeCastProc.Level1.DamageIncrease, 0.5
Warmaster.MeleeCleave.Talent.DamageIncreaseFreeCastProc.Level1.ProcChance, 0.10
Warmaster.MeleeCleave.Talent.ApplyAbsorb.HeavyMeleeProcPPM, 1.00
Warmaster.ActionCombat.MeleeCleave.TargetCountThreshold, 3.0
Warmaster.Talent.MeleeCleaveAbsorbBuff.ReducedDamageReflectDamage.AbsorbDamageMultiplier, 0.8
Warmaster.Talent.MeleeCleaveAbsorbBuff.ReducedDamageReflectDamage.IncomingDamageDivider, 1.25	; DEPRECATED; This is a talent based on an absorb that comes from a talent related to MeleeCleave
Warmaster.Talent.MeleeCleaveAbsorbBuff.ReducedDamageReflectDamage.ReflectedDamage.StrengthCoefficient, 0.50
Warmaster.MeleeAoeSlow.Cooldown, 30.0
Warmaster.MeleeAoeSlow.StrengthCoefficient, 3.833
Warmaster.MeleeAoeSlow.Radius, 1000.0
Warmaster.MeleeAoeSlow.TargetCountThreshold, 5.0
Warmaster.MeleeAoeSlow.SingleStackMoveSpeedScale, 0.9 ; 9 stacks of this will be a 90% slow
Warmaster.MeleeAoeSlow.Duration, 0.5 ; x9 Stacks -> 9s
Warmaster.MeleeAoeSlow.NumStartStacks, 9.0
Warmaster.MeleeAoeSlow.DebuffIconDuration, 5.0
Warmaster.MeleeAoeSlow.ComboPointCost, 0.0 
Warmaster.MeleeAoeSlow.MaxNumTargets, 20.0
Warmaster.MeleeAoeSlow.Talent.Stun.StunDuration, 4.0
Warmaster.MeleeAoeSlow.Talent.IncreasedDamage.DamageMultiplier, 1.30
Warmaster.MeleeAoeSlow.Talent.CooldownReset.Level1.ResetChance, 0.05
Warmaster.MeleeAoeSlow.Talent.ReducedCooldown, 0.8
Warmaster.MeleeAoeSlow.Talent.ReducedIncomingDamageFromTarget.IncomingDamageDivider, 0.95	; This affects the targets damage scale towards Warmaster
Warmaster.MeleeAoeSlow.Talent.ReducedIncomingDamageFromTarget.Duration, 5.0
Warmaster.ActionCombat.MeleeAoeSlow.TargetCountThreshold, 8.0
Warmaster.RollbackStats.Duration, 8.0
Warmaster.RollbackStats.Cooldown, 20.0
Warmaster.DefenceBuff.Duration, 12.0
Warmaster.DefenceBuff.Cooldown, 30.0
Warmaster.DefenceBuff.BlockChanceScale, 0.25
Warmaster.DefenceBuff.NumCharges, 2.0
Warmaster.DefenceBuff.ComboPointCost, 3.0
Warmaster.DefenceBuff.AbsorbMaxHealthFactor, 0.12
Warmaster.DefenceBuff.IncomingDamageMultiplier, 1.00
Warmaster.DefenceBuff.TemporaryTougnessLossProtection.DurationInSeconds, 1.10
Warmaster.DefenceBuff.Talent.ReducedCooldown, 8		; In seconds
Warmaster.DefenceBuff.Talent.MeleeCleaveIncreasedDamageHeal.IncreasedIncomingHeal, 1.20
Warmaster.DefenceBuff.Talent.MeleeCleaveIncreasedDamageHeal.IncreasedMeleeCleaveDamage, 1.40
Warmaster.DefenceBuff.Talent.MoveSpeedBuffCooldownReduction.CooldownReductionInSeconds, 6.0
Warmaster.SelfOffensiveSuperBuff.Duration, 12.0
Warmaster.SelfOffensiveSuperBuff.Cooldown, 0.0
Warmaster.SelfOffensiveSuperBuff.HasteBuff, 0.200
Warmaster.SelfOffensiveSuperBuff.ExtraGeneratedComboPointLightMelee, 1.0
Warmaster.SelfOffensiveSuperBuff.ExtraGeneratedComboPointHeavyMelee, 1.0
Warmaster.SelfOffensiveSuperBuff.CleaveAdditionalTargets, 6.0
Warmaster.SelfOffensiveSuperBuff.CleaveRadius, 300.0                          ; SHOULD BE MUCH LESS?
Warmaster.SelfOffensiveSuperBuff.HasteScale, 1.2					; old - no longer active
Warmaster.SelfOffensiveSuperBuff.OutgoingDamageScale, 1.1			; old - no longer active
Warmaster.SelfOffensiveSuperBuff.IncomingDamageScale, 1.2			; old - no longer active
Warmaster.SelfOffensiveSuperBuff.TauntRadius, 4000.0				; old - no longer active
Warmaster.SelfOFfensiveSuperBuff.TauntDuration, 6.0					; old - no longer active
Warmaster.SelfOFfensiveSuperBuff.SpiritPointCost, 100.0 
Warmaster.SelfDefensiveSuperBuff.Duration, 10.0
Warmaster.SelfDefensiveSuperBuff.Cooldown, 180.0
Warmaster.SelfDefensiveSuperBuff.DamageReduction, 0.6				; This gives 40% damage reduction
Warmaster.SelfDefensiveSuperBuff.HealthRegenRateScalePerHit, 1.0	; Old design when effect gave increased max health
Warmaster.MoveToTargetStun.MaxRange, 3000.0
Warmaster.MoveToTargetStun.MinRange, 150.0
Warmaster.MoveToTargetStun.ArrivalRange, 200.0
Warmaster.MoveToTargetStun.Duration, 2.0
Warmaster.MoveToTargetStun.Cooldown, 20.0
Warmaster.MoveToTargetStun.StrengthCoefficient, 3.617
Warmaster.MoveToTargetStun.Spread, 0.1
Warmaster.MoveToTargetStun.ComboPointReward, 0.0
Warmaster.MoveToTargetStun.Talent.IncreasedComboPoints.Level1, 3.0
Warmaster.MoveToTargetStun.Talent.ChargesIncreasedSpeed.NumOfCharges, 2.0
Warmaster.MoveToTargetStun.Talent.ChargesIncreasedSpeed.ChargeDuration, 10.0
Warmaster.MoveToTargetStun.Talent.ChargesIncreasedSpeed.MoveSpeedIncrease, 1.2
Warmaster.MoveToTargetStun.Talent.ChargesIncreasedSpeed.MoveSpeedIncreaseDuration, 5.0
Warmaster.MoveToTargetStun.Talent.ComboPointAndToughnessGen.ComboPoints, 1.0
Warmaster.MoveToTargetStun.Talent.ComboPointAndToughnessGen.Buff.Duration, 6.0
Warmaster.MoveToTargetStun.Talent.ComboPointAndToughnessGen.Buff.ToughnessGen, 0.08	; Percentage of Max Toughness
Warmaster.MoveToTargetStun.Talent.ComboPointAndToughnessGen.Buff.TickInterval, 1.0
Warmaster.MoveToTargetStun.Talent.ArrivalMeleeAoeSlow.TargetExtraWarmasterDamage.IncomingDamageScaler, 1.20
Warmaster.MoveToTargetStun.Talent.ArrivalMeleeAoeSlow.TargetExtraWarmasterDamage.Duration, 5.0
Warmaster.ActionCombat.MoveToTargetStun.Radius, 200.0
Warmaster.ActionCombat.MoveToTargetStun.Speed, 4000.0
Warmaster.AoeHealthBuff.Duration, 15.0
Warmaster.AoeHealthBuff.Cooldown, 90.0
Warmaster.AoeHealthBuff.HealthScale, 1.2
Warmaster.RangedTaunt.Duration, 6.0
Warmaster.RangedTaunt.MaxRange, 3000.0
Warmaster.RangedTaunt.Cooldown, 8.0
Warmaster.ActionCombat.RangedTaunt.MaxRadius, 900
Warmaster.ActionCombat.RangedTaunt.ConeAngleWidth, 70
Warmaster.MeleeInterrupt.Duration, 4.0
Warmaster.MeleeInterrupt.Cooldown, 12.0
Warmaster.MeleeInterrupt.Range, 500.0
Warmaster.AoeSpeedBuff.Duration, 8.0
Warmaster.AoeSpeedBuff.Cooldown, 60.0
Warmaster.AoeSpeedBuff.MoveSpeedScale, 1.5
Warmaster.AoeDisoriented.Duration, 5.0
Warmaster.AoeDisoriented.Cooldown, 120.0
Warmaster.AoeDisoriented.MaxNumTargets, 7.0
Warmaster.AoeDisoriented.Radius, 1500.0
Warmaster.AoeYankPeriodically.StrengthCoefficient, 0.43
Warmaster.AoeYankPeriodically.DamageSpread, 0.2
Warmaster.AoeYankPeriodically.MaxYankRange, 2000
Warmaster.AoeYankPeriodically.MinYankRange, 200
Warmaster.AoeYankPeriodically.YankHeight, 0.4
Warmaster.AoeYankPeriodically.YankStrength, 0.9
Warmaster.AoeYankPeriodically.Duration, 0.5
Warmaster.AoeYankPeriodically.TimeBetweenPulses, 0.15
Warmaster.AoeYankPeriodically.YankHitDelay, 0.4
Warmaster.AoeYankPeriodically.MaxAmountOfEnemiesToYank, 10
Warmaster.AoeYankPeriodically.Cooldown, 60
Warmaster.MoveToTargetProtection.MaxRange, 2000.0
Warmaster.MoveToTargetProtection.ArrivalRange, 350.0
Warmaster.MoveToTargetProtection.Duration, 5.0
Warmaster.MoveToTargetProtection.Cooldown, 20.0
Warmaster.MoveToTargetProtection.ComboPointReward, 0.0
Warmaster.MoveToTargetProtection.AllyProtectionMultiplier, 0.4 ; This value indicates how much damage should be transfered to Warmaster
Warmaster.MoveSpeedBuff.Cooldown, 30.0		;This ability is now giving empowered shield slams
Warmaster.MoveSpeedBuff.MaxRange, 4000.0
Warmaster.MoveSpeedBuff.BuffDuration, 12.0	
Warmaster.MoveSpeedBuff.SelfMoveSpeedScaler, 1.50
Warmaster.MoveSpeedBuff.AllyMoveSpeedScaler, 1.25
Warmaster.MoveSpeedBuff.Talent.PartyAndIncreasedSpeed.Duration, 5.0
Warmaster.MoveSpeedBuff.Talent.PartyAndIncreasedSpeed.SpeedMultiplier.Self, 1.5
Warmaster.MoveSpeedBuff.Talent.PartyAndIncreasedSpeed.SpeedMultiplier.Target, 1.25
Warmaster.MoveSpeedBuff.Talent.Charges.NumCharges, 2.0
Warmaster.SingleInstantPullEnemy.Cooldown, 20.0
Warmaster.SingleInstantPullEnemy.MaxRange, 3000.0
Warmaster.SingleInstantPullEnemy.PullDelay, 0.2
Warmaster.SingleInstantPullEnemy.PullDuration, 0.4
Warmaster.SingleInstantPullEnemy.Damage.StrengthCoefficient, 1.12
Warmaster.SingleInstantPullEnemy.Damage.Spread, 0.1
Warmaster.InstantMeleeCleave.Cooldown, 30.0
Warmaster.InstantMeleeCleave.ComboPointCost, 2.0
Warmaster.InstantMeleeCleave.Damage.CleaveRadius, 500.0
Warmaster.InstantMeleeCleave.Damage.StrengthCoefficient, 3.756
