name,value
Mara.BleedAttackSpender.Talent.HasteIncrease.AdditionalHastePerAdditionalTarget, 0.02
Mara.BleedAttackSpender.Talent.HasteIncrease.MaxThreshold, 0.20
Mara.BleedAttackSpender.Talent.IncreasedCritChance.AdditionalCritChance, 0.15
Mara.BleedAttackSpender.Talent.IncreasedTickRateWhileSingle.TickRateIncrease, 1.20
Mara.BleedAttackSpender.Talent.IncreasedDamageOnSoloTarget.DamageMultiplier, 1.5
Mara.BleedAttackSpender.Talent.ExplosivePoison.Chance, 0.12
Mara.BleedAttackSpender.Talent.ExplosivePoison.Poison.AgilityCoefficient, 0.20
Mara.BleedAttackSpender.Talent.ExplosivePoison.Poison.TickInterval, 1.5
Mara.BleedAttackSpender.Talent.ExplosivePoison.Poison.Duration, 9.0
Mara.BleedAttackSpender.Talent.ExplosivePoison.Poison.NumberOfStacksApplied, 1.0
Mara.BleedAttackSpender.Talent.ExplosivePoison.Explosion.Radius, 500.0
Mara.BleedAttackSpender.Talent.ExplosivePoison.Explosion.TargetScalingThreshold, 1.0
Mara.BleedAttackSpender.Talent.ExplosivePoison.Explosion.BleedToPoisonDamageMultiplier, 0.50
Mara.BleedAttackSpender.Talent.ExplosivePoison.Explosion.AreaDamageMultiplier, 0.48
Mara.BleedAttackSpender.Cooldown, 2.0
Mara.BleedAttackSpender.AttackSpeedMultiplier, 1.20
Mara.BleedAttackSpender.EnergyRegenSpeedMultiplier, 0.8	; Lower is faster
Mara.EnergyAutoAttackSelfBuffSpender.DurationPerComboPoint, 5.0
Mara.EnergyAutoAttackSelfBuffSpender.EnergyRegenSpeedMultiplier, 0.8	; Lower is faster
Mara.EnergyAutoAttackSelfBuffSpender.AttackSpeedMultiplier, 1.2
Mara.EnergyAutoAttackSelfBuffSpender.Cost, 20.0
Mara.Stealth.Cooldown.Duration, 15.0
Mara.Stealth.StealthWindow.Duration, 2.0	; The duration where she can take damage without going out of stealth
Mara.Stealth.Talent.Charged.MaxCharges, 2.0
Mara.Stealth.Talent.SpenderIncreasedDamage.Duration, 5.0
Mara.Stealth.Talent.SpenderIncreasedDamage.DamageMultiplier, 1.40
Mara.StunSpender.BaseDuration, 1.0
Mara.StunSpender.AdditionalDurationPerComboPoints, 1.0
Mara.StunSpender.Cooldown, 30.0
Mara.Disorient.Duration, 8.0
Mara.Disorient.Cooldown, 24.0
Mara.Disorient.ComboPointGain, 1.0
Mara.Disorient.Cost, 20.0
Mara.Disorient.MaxRange, 3000.0
Mara.SelfDefenceBuff.Cooldown, 30.0
Mara.SelfDefenceBuff.Duration, 4.0
Mara.SelfDefenceBuff.IncomingDamageReduction, 0.6
Mara.SelfDefenceBuff.Talent.IncreasedDurationAndDodge.AdditionalDurationInSeconds, 4.0
Mara.SelfDefenceBuff.Talent.IncreasedDurationAndDodge.DodgeChanceOverride, 1.0		;old
Mara.SelfDefenceBuff.Talent.IncreasedDurationAndDodge.BonusIncomingMagicDamageReductionMultiplier, 0.90
Mara.CopyCharacterDamage.Duration, 20.0
Mara.CopyCharacterDamage.DamageIncreaseBuff.DamageScaler, 1.20	;disabled
Mara.CopyCharacterDamage.ActivationDelay, 0.30
Mara.CopyCharacterDamage.SpawnDistance, 100.0
Mara.CopyCharacterDamage.DamageMultiplier, 0.50
Mara.CopyCharacterDamage.Cost, 100.0
Mara.ResetCooldownRefillResources.Cooldown, 180.0
Mara.ResetCooldownRefillResources.Talent.ComboPointToCooldownReduction.CooldownReductionInSeconds, 0.5
Mara.Talent.IncreasedPoisonDamage.DamageMultiplier, 1.15
Mara.Talent.ResourceAttackSpenderCritChance.ResourcePerStack, 10.0
Mara.Talent.ResourceAttackSpenderCritChance.MaxStack, 20.0
Mara.Talent.ResourceAttackSpenderCritChance.AdditionalCritChance, 1.0
Mara.Talent.ResourceAttackSpenderCritChance.BuffDuration, 12.0
Mara.Talent.AttackSpenderCostReduction.CostMultiplier, 0.9	;old
Mara.Talent.IncreasedMaxResources.ResourceMultiplier, 1.10	;old
Mara.Talent.ComboPointsRefundEnergy.EnergyGainPerComboPoint, 1.0	;Efficient Killer
Mara.Talent.ReducedIncomingMagicDamage.DamageMultiplier, 0.9		;Magic Ward
Mara.Talent.IncomingAoeDamageReduction.AdditionalAvoidance, 0.1
Mara.Talent.IncreasedMovementSpeed.SpeedMultiplier, 1.2
Mara.Talent.SpiritProcToExpertise.Buff.Duration, 8.0
Mara.Talent.SpiritProcToExpertise.Buff.AdditionalExpertise, 0.24
Mara.Talent.SpiritProcToExpertise.Cooldown, 0.0
Mara.Talent.ComboPointsChanceAoeDamage.Chance, 0.03
Mara.Talent.ComboPointsChanceAoeDamage.Duration, 3.0
Mara.Talent.ComboPointsChanceAoeDamage.Radius, 500.0
Mara.Talent.ComboPointsChanceAoeDamage.Debuff.Duration, 12.0	;not used - continous
Mara.Talent.ComboPointsChanceAoeDamage.Debuff.TickInterval, 1.50
Mara.Talent.ComboPointsChanceAoeDamage.Debuff.AgilityCoefficient, 0.90
Mara.Talent.DamageSpenders.BuffOtherSpender.Duration, 20.0
Mara.Talent.DamageSpenders.BuffOtherSpender.DamageScaler, 2.00
Mara.Talent.DamageSpenders.BuffOtherSpender.MaxNumberOfStacks, 2.0
Mara.Talent.PoisonDamageProcEnergyGain.Chance, 0.10
Mara.Talent.PoisonDamageProcEnergyGain.EnergyAdded, 10.0
