name,value
Gunde.HealthAndBleedSelfBuff.BleedDamageToHeal.Period, 2.0
Gunde.SingleInstantPullEnemy.Cooldown, 20.0
Gunde.SingleInstantPullEnemy.MaxRange, 3000.0
Gunde.SingleInstantPullEnemy.PullDelay, 0.2
Gunde.SingleInstantPullEnemy.PullDuration, 0.4
Gunde.SingleInstantPullEnemy.Damage.StrengthCoefficient, 1.12
Gunde.MoveToTargetBleed.MaxRange, 3000.0
Gunde.MoveToTargetBleed.CastDuration, 0.5
Gunde.MoveToTargetBleed.ChargeSpeed, 5000.0
Gunde.MoveToTargetBleed.ChargeDistance, 1000.0
Gunde.MoveToTargetBleed.ChargeAirExitSpeed, 1000.0  ; How fast to exit the dash when ending in air
Gunde.MoveToTargetBleed.ChargeAoeRadius, 300.0
Gunde.MoveToTargetBleed.ChargeArrivalRadius, 50.0
Gunde.MoveToTargetBleed.NumCharges, 2.0
Gunde.MoveToTargetBleed.Cooldown, 30.0
Gunde.MoveToTargetBleed.Bleed.Duration, 12.0
Gunde.MoveToTargetBleed.Bleed.DamageStrengthCoefficient, 0.32 ; 100% / 6 ticks
Gunde.MoveToTargetBleed.Bleed.Period, 3.0
Gunde.ForwardDualProjectile.Projectile.Radius, 200.0
Gunde.ForwardDualProjectile.Projectile.Speed, 3000.0
Gunde.ForwardDualProjectile.Projectile.SpawnOffsetForward, 100.0
Gunde.ForwardDualProjectile.Projectile.SpawnOffsetSideways, 100.0
Gunde.ForwardDualProjectile.Projectile.Lifetime, 1.5
Gunde.ForwardDualProjectile.Projectile.MaxDistance, 1500.0
Gunde.ForwardDualProjectile.DamageStrengthCoefficient, 0.37
Gunde.ForwardDualProjectile.Bleed.Duration, 12.0
Gunde.ForwardDualProjectile.Bleed.DamageStrengthCoefficient, 0.167 ; 150% / 9 ticks
Gunde.ForwardDualProjectile.Bleed.Period, 2.0
Gunde.ForwardDualProjectile.Cooldown, 15.0
Gunde.ClampedHealthWithEruption.SpiritPointCost, 100.0
Gunde.ClampedHealthWithEruption.Duration, 10.0
Gunde.ClampedHealthWithEruption.VisualDelay, 0.7
Gunde.ClampedHealthWithEruption.Eruption.Radius, 1500.0
Gunde.ClampedHealthWithEruption.Eruption.VisualDelay, 0.2
Gunde.ClampedHealthWithEruption.Eruption.DirectDamageScaler, 0.05
Gunde.ClampedHealthWithEruption.Eruption.DamageScalingTargetCountThreshold, 5.0
Gunde.ClampedHealthWithEruption.Eruption.Bleed.DamageScaler, 0.02 ; 0.08 / 4 ticks
Gunde.ClampedHealthWithEruption.Eruption.Bleed.Duration, 8.0
Gunde.ClampedHealthWithEruption.Eruption.Bleed.TickPeriod, 2.0
Gunde.ClampedHealthWithEruption.Eruption.Bleed.DamageScalingTargetCountThreshold, 5.0
Gunde.SingleTargetCleaveBleed.MaxNumCharges, 2.0
Gunde.SingleTargetCleaveBleed.VisualHitDelay, 0.31
Gunde.SingleTargetCleaveBleed.CleaveRadius, 700.0
Gunde.SingleTargetCleaveBleed.DamageStrengthCoefficient, 0.73
Gunde.SingleTargetCleaveBleed.DamageScalingTargetCountThreshold, 3.0
Gunde.SingleTargetCleaveBleed.Bleed.Duration, 16.0
Gunde.SingleTargetCleaveBleed.Bleed.DamageStrengthCoefficient, 0.05 ; 150% / 9 ticks
Gunde.SingleTargetCleaveBleed.Bleed.Period, 2.0
Gunde.SingleTargetCleaveBleed.Cooldown, 8.0
Gunde.MoveSpeedSelfBuff.BuffDuration, 3.0
Gunde.MoveSpeedSelfBuff.Cooldown, 12.0
Gunde.MoveSpeedSelfBuff.MoveSpeedScaler, 1.7
Gunde.MoveSpeedSelfBuff.EffectVisualDelay, 0.11
Gunde.MoveSpeedSelfBuff.NumCharges, 3.0
Gunde.RecoverHealth.DamageToHealthFactor, 0.5
Gunde.RecoverHealth.DamageAccumulationPeriod, 15.0
Gunde.RecoverHealth.Cooldown, 20.0
Gunde.RecoverHealth.Buff.Duration, 8.0
Gunde.RecoverHealth.Buff.IncomingDamageMultiplier, 1.0
Gunde.RecoverHealth.EffectVisualDelay, 0.25
Gunde.RecoverHealth.NumCharges, 3.0
